Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[genotype]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[infect]	Factor Value[sampling time point]	Unit[time unit]	Factor Value[disease]	Factor Value[organism part]
Sample 100	ERS4146196	SAMEA6380109	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 100	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 100	sequencing assay	ERX3729522	dpi70_bmpc_chronic3_R2.fastq.gz	dpi70_bmpc_chronic3_R2.fastq.gz	ERR3728342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728342/ERR3728342_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 101	ERS4146197	SAMEA6380110	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 101	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 101	sequencing assay	ERX3729523	dpi70_bmpc_chronic4_R1.fastq.gz	dpi70_bmpc_chronic4_R1.fastq.gz	ERR3728343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728343/ERR3728343_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 101	ERS4146197	SAMEA6380110	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 101	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 101	sequencing assay	ERX3729523	dpi70_bmpc_chronic4_R2.fastq.gz	dpi70_bmpc_chronic4_R2.fastq.gz	ERR3728343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728343/ERR3728343_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 102	ERS4146198	SAMEA6380111	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 102	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 102	sequencing assay	ERX3729524	dpi70_bmpc_chronic5_R1.fastq.gz	dpi70_bmpc_chronic5_R1.fastq.gz	ERR3728344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728344/ERR3728344_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 102	ERS4146198	SAMEA6380111	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 102	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 102	sequencing assay	ERX3729524	dpi70_bmpc_chronic5_R2.fastq.gz	dpi70_bmpc_chronic5_R2.fastq.gz	ERR3728344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728344/ERR3728344_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 89	ERS4146199	SAMEA6380112	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 89	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 89	sequencing assay	ERX3729525	dpi70_bmpc_naive1_R1.fastq.gz	dpi70_bmpc_naive1_R1.fastq.gz	ERR3728345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728345/ERR3728345_1.fastq.gz	none	70	day	normal	bone marrow
Sample 89	ERS4146199	SAMEA6380112	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 89	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 89	sequencing assay	ERX3729525	dpi70_bmpc_naive1_R2.fastq.gz	dpi70_bmpc_naive1_R2.fastq.gz	ERR3728345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728345/ERR3728345_2.fastq.gz	none	70	day	normal	bone marrow
Sample 90	ERS4146200	SAMEA6380113	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 90	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 90	sequencing assay	ERX3729526	dpi70_bmpc_naive2_R1.fastq.gz	dpi70_bmpc_naive2_R1.fastq.gz	ERR3728346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728346/ERR3728346_1.fastq.gz	none	70	day	normal	bone marrow
Sample 90	ERS4146200	SAMEA6380113	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 90	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 90	sequencing assay	ERX3729526	dpi70_bmpc_naive2_R2.fastq.gz	dpi70_bmpc_naive2_R2.fastq.gz	ERR3728346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728346/ERR3728346_2.fastq.gz	none	70	day	normal	bone marrow
Sample 91	ERS4146201	SAMEA6380114	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 91	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 91	sequencing assay	ERX3729527	dpi70_bmpc_naive3_R1.fastq.gz	dpi70_bmpc_naive3_R1.fastq.gz	ERR3728347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728347/ERR3728347_1.fastq.gz	none	70	day	normal	bone marrow
Sample 91	ERS4146201	SAMEA6380114	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 91	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 91	sequencing assay	ERX3729527	dpi70_bmpc_naive3_R2.fastq.gz	dpi70_bmpc_naive3_R2.fastq.gz	ERR3728347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728347/ERR3728347_2.fastq.gz	none	70	day	normal	bone marrow
Sample 92	ERS4146202	SAMEA6380115	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 92	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 92	sequencing assay	ERX3729528	dpi70_bmpc_naive4_R1.fastq.gz	dpi70_bmpc_naive4_R1.fastq.gz	ERR3728348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728348/ERR3728348_1.fastq.gz	none	70	day	normal	bone marrow
Sample 92	ERS4146202	SAMEA6380115	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 92	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 92	sequencing assay	ERX3729528	dpi70_bmpc_naive4_R2.fastq.gz	dpi70_bmpc_naive4_R2.fastq.gz	ERR3728348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728348/ERR3728348_2.fastq.gz	none	70	day	normal	bone marrow
Sample 93	ERS4146203	SAMEA6380116	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 93	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 93	sequencing assay	ERX3729529	dpi70_bmpc_naive5_R1.fastq.gz	dpi70_bmpc_naive5_R1.fastq.gz	ERR3728349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728349/ERR3728349_1.fastq.gz	none	70	day	normal	bone marrow
Sample 93	ERS4146203	SAMEA6380116	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 93	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 93	sequencing assay	ERX3729529	dpi70_bmpc_naive5_R2.fastq.gz	dpi70_bmpc_naive5_R2.fastq.gz	ERR3728349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728349/ERR3728349_2.fastq.gz	none	70	day	normal	bone marrow
Sample 84	ERS4146204	SAMEA6380117	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 84	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 84	sequencing assay	ERX3729530	dpi70_chronic1_R1.fastq.gz	dpi70_chronic1_R1.fastq.gz	ERR3728350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728350/ERR3728350_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 84	ERS4146204	SAMEA6380117	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 84	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 84	sequencing assay	ERX3729530	dpi70_chronic1_R2.fastq.gz	dpi70_chronic1_R2.fastq.gz	ERR3728350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728350/ERR3728350_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 85	ERS4146205	SAMEA6380118	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 85	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 85	sequencing assay	ERX3729531	dpi70_chronic2_R1.fastq.gz	dpi70_chronic2_R1.fastq.gz	ERR3728351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728351/ERR3728351_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 85	ERS4146205	SAMEA6380118	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 85	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 85	sequencing assay	ERX3729531	dpi70_chronic2_R2.fastq.gz	dpi70_chronic2_R2.fastq.gz	ERR3728351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728351/ERR3728351_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 86	ERS4146206	SAMEA6380119	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 86	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 86	sequencing assay	ERX3729532	dpi70_chronic3_R1.fastq.gz	dpi70_chronic3_R1.fastq.gz	ERR3728352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728352/ERR3728352_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 86	ERS4146206	SAMEA6380119	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 86	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 86	sequencing assay	ERX3729532	dpi70_chronic3_R2.fastq.gz	dpi70_chronic3_R2.fastq.gz	ERR3728352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728352/ERR3728352_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 87	ERS4146207	SAMEA6380120	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 87	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 87	sequencing assay	ERX3729533	dpi70_chronic4_R1.fastq.gz	dpi70_chronic4_R1.fastq.gz	ERR3728353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728353/ERR3728353_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 87	ERS4146207	SAMEA6380120	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 87	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 87	sequencing assay	ERX3729533	dpi70_chronic4_R2.fastq.gz	dpi70_chronic4_R2.fastq.gz	ERR3728353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728353/ERR3728353_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 88	ERS4146208	SAMEA6380121	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 88	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 88	sequencing assay	ERX3729534	dpi70_chronic5_R1.fastq.gz	dpi70_chronic5_R1.fastq.gz	ERR3728354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728354/ERR3728354_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 88	ERS4146208	SAMEA6380121	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 88	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 88	sequencing assay	ERX3729534	dpi70_chronic5_R2.fastq.gz	dpi70_chronic5_R2.fastq.gz	ERR3728354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728354/ERR3728354_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 74	ERS4146209	SAMEA6380122	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 74	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 74	sequencing assay	ERX3729535	dpi70_naive1_R1.fastq.gz	dpi70_naive1_R1.fastq.gz	ERR3728355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728355/ERR3728355_1.fastq.gz	none	70	day	normal	blood
Sample 74	ERS4146209	SAMEA6380122	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 74	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 74	sequencing assay	ERX3729535	dpi70_naive1_R2.fastq.gz	dpi70_naive1_R2.fastq.gz	ERR3728355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728355/ERR3728355_2.fastq.gz	none	70	day	normal	blood
Sample 75	ERS4146210	SAMEA6380123	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 75	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 75	sequencing assay	ERX3729536	dpi70_naive2_R1.fastq.gz	dpi70_naive2_R1.fastq.gz	ERR3728356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728356/ERR3728356_1.fastq.gz	none	70	day	normal	blood
Sample 75	ERS4146210	SAMEA6380123	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 75	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 75	sequencing assay	ERX3729536	dpi70_naive2_R2.fastq.gz	dpi70_naive2_R2.fastq.gz	ERR3728356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728356/ERR3728356_2.fastq.gz	none	70	day	normal	blood
Sample 76	ERS4146211	SAMEA6380124	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 76	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 76	sequencing assay	ERX3729537	dpi70_naive3_R1.fastq.gz	dpi70_naive3_R1.fastq.gz	ERR3728357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728357/ERR3728357_1.fastq.gz	none	70	day	normal	blood
Sample 76	ERS4146211	SAMEA6380124	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 76	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 76	sequencing assay	ERX3729537	dpi70_naive3_R2.fastq.gz	dpi70_naive3_R2.fastq.gz	ERR3728357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728357/ERR3728357_2.fastq.gz	none	70	day	normal	blood
Sample 77	ERS4146212	SAMEA6380125	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 77	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 77	sequencing assay	ERX3729538	dpi70_naive4_R1.fastq.gz	dpi70_naive4_R1.fastq.gz	ERR3728358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728358/ERR3728358_1.fastq.gz	none	70	day	normal	blood
Sample 77	ERS4146212	SAMEA6380125	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 77	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 77	sequencing assay	ERX3729538	dpi70_naive4_R2.fastq.gz	dpi70_naive4_R2.fastq.gz	ERR3728358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728358/ERR3728358_2.fastq.gz	none	70	day	normal	blood
Sample 78	ERS4146213	SAMEA6380126	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 78	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 78	sequencing assay	ERX3729539	dpi70_naive5_R1.fastq.gz	dpi70_naive5_R1.fastq.gz	ERR3728359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728359/ERR3728359_1.fastq.gz	none	70	day	normal	blood
Sample 78	ERS4146213	SAMEA6380126	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 78	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 78	sequencing assay	ERX3729539	dpi70_naive5_R2.fastq.gz	dpi70_naive5_R2.fastq.gz	ERR3728359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728359/ERR3728359_2.fastq.gz	none	70	day	normal	blood
